sample_id	donor	condition_number	condition_name	ega_id	fq1
TTMZHESAWJ_3	TTMZHESAWJ	3	Pam3CSK4	EGAR00001482403	_EGAR00001482403_EIP@TTMZHESAWJ-3_aligned.fq.gz
TTMZHESAWJ_4	TTMZHESAWJ	4	R848	EGAR00001482404	_EGAR00001482404_EIP@TTMZHESAWJ-4_aligned.fq.gz
TTMZHESAWJ_5	TTMZHESAWJ	5	IAV	EGAR00001482405	_EGAR00001482405_EIP@TTMZHESAWJ-5_aligned.fq.gz
TZPDHWKMQN_1	TZPDHWKMQN	1	naive	EGAR00001482406	_EGAR00001482406_EIP@TZPDHWKMQN-1_aligned.fq.gz
TZPDHWKMQN_2	TZPDHWKMQN	2	LPS	EGAR00001482407	_EGAR00001482407_EIP@TZPDHWKMQN-2_aligned.fq.gz
TZPDHWKMQN_3	TZPDHWKMQN	3	Pam3CSK4	EGAR00001482408	_EGAR00001482408_EIP@TZPDHWKMQN-3_aligned.fq.gz
TZPDHWKMQN_4	TZPDHWKMQN	4	R848	EGAR00001482409	_EGAR00001482409_EIP@TZPDHWKMQN-4_aligned.fq.gz
TZPDHWKMQN_5	TZPDHWKMQN	5	IAV	EGAR00001482410	_EGAR00001482410_EIP@TZPDHWKMQN-5_aligned.fq.gz
TZRBKDNBZW_1	TZRBKDNBZW	1	naive	EGAR00001482411	_EGAR00001482411_EIP@TZRBKDNBZW-1_aligned.fq.gz
TZRBKDNBZW_2	TZRBKDNBZW	2	LPS	EGAR00001482412	_EGAR00001482412_EIP@TZRBKDNBZW-2_aligned.fq.gz
TZRBKDNBZW_3	TZRBKDNBZW	3	Pam3CSK4	EGAR00001482413	_EGAR00001482413_EIP@TZRBKDNBZW-3_aligned.fq.gz
TZRBKDNBZW_4	TZRBKDNBZW	4	R848	EGAR00001482414	_EGAR00001482414_EIP@TZRBKDNBZW-4_aligned.fq.gz
TZRBKDNBZW_5	TZRBKDNBZW	5	IAV	EGAR00001482415	_EGAR00001482415_EIP@TZRBKDNBZW-5_aligned.fq.gz
UDFICXQHVG_1	UDFICXQHVG	1	naive	EGAR00001482416	_EGAR00001482416_EIP@UDFICXQHVG-1_aligned.fq.gz
UDFICXQHVG_2	UDFICXQHVG	2	LPS	EGAR00001482417	_EGAR00001482417_EIP@UDFICXQHVG-2_aligned.fq.gz
UDFICXQHVG_3	UDFICXQHVG	3	Pam3CSK4	EGAR00001482418	_EGAR00001482418_EIP@UDFICXQHVG-3_aligned.fq.gz
UDFICXQHVG_4	UDFICXQHVG	4	R848	EGAR00001482419	_EGAR00001482419_EIP@UDFICXQHVG-4_aligned.fq.gz
UDFICXQHVG_5	UDFICXQHVG	5	IAV	EGAR00001482420	_EGAR00001482420_EIP@UDFICXQHVG-5_aligned.fq.gz
UGVMRYNOCO_1	UGVMRYNOCO	1	naive	EGAR00001482421	_EGAR00001482421_EIP@UGVMRYNOCO-1_aligned.fq.gz
UGVMRYNOCO_2	UGVMRYNOCO	2	LPS	EGAR00001482422	_EGAR00001482422_EIP@UGVMRYNOCO-2_aligned.fq.gz
UGVMRYNOCO_3	UGVMRYNOCO	3	Pam3CSK4	EGAR00001482423	_EGAR00001482423_EIP@UGVMRYNOCO-3_aligned.fq.gz
UGVMRYNOCO_4	UGVMRYNOCO	4	R848	EGAR00001482424	_EGAR00001482424_EIP@UGVMRYNOCO-4_aligned.fq.gz
UGVMRYNOCO_5	UGVMRYNOCO	5	IAV	EGAR00001482425	_EGAR00001482425_EIP@UGVMRYNOCO-5_aligned.fq.gz
UKFGRAAFMP_1	UKFGRAAFMP	1	naive	EGAR00001482426	_EGAR00001482426_EIP@UKFGRAAFMP-1_aligned.fq.gz
UKFGRAAFMP_2	UKFGRAAFMP	2	LPS	EGAR00001482427	_EGAR00001482427_EIP@UKFGRAAFMP-2_aligned.fq.gz
UKFGRAAFMP_3	UKFGRAAFMP	3	Pam3CSK4	EGAR00001482428	_EGAR00001482428_EIP@UKFGRAAFMP-3_aligned.fq.gz
UKFGRAAFMP_4	UKFGRAAFMP	4	R848	EGAR00001482429	_EGAR00001482429_EIP@UKFGRAAFMP-4_aligned.fq.gz
UKFGRAAFMP_5	UKFGRAAFMP	5	IAV	EGAR00001482430	_EGAR00001482430_EIP@UKFGRAAFMP-5_aligned.fq.gz
ULDLRXOCGG_1	ULDLRXOCGG	1	naive	EGAR00001482431	_EGAR00001482431_EIP@ULDLRXOCGG-1_aligned.fq.gz
ULDLRXOCGG_2	ULDLRXOCGG	2	LPS	EGAR00001482432	_EGAR00001482432_EIP@ULDLRXOCGG-2_aligned.fq.gz
ULDLRXOCGG_3	ULDLRXOCGG	3	Pam3CSK4	EGAR00001482433	_EGAR00001482433_EIP@ULDLRXOCGG-3_aligned.fq.gz
ULDLRXOCGG_4	ULDLRXOCGG	4	R848	EGAR00001482434	_EGAR00001482434_EIP@ULDLRXOCGG-4_aligned.fq.gz
ULDLRXOCGG_5	ULDLRXOCGG	5	IAV	EGAR00001482435	_EGAR00001482435_EIP@ULDLRXOCGG-5_aligned.fq.gz
UMFBSJOBQV_1	UMFBSJOBQV	1	naive	EGAR00001482436	_EGAR00001482436_EIP@UMFBSJOBQV-1_aligned.fq.gz
UMFBSJOBQV_2	UMFBSJOBQV	2	LPS	EGAR00001482437	_EGAR00001482437_EIP@UMFBSJOBQV-2_aligned.fq.gz
UMFBSJOBQV_3	UMFBSJOBQV	3	Pam3CSK4	EGAR00001482438	_EGAR00001482438_EIP@UMFBSJOBQV-3_aligned.fq.gz
UMFBSJOBQV_5	UMFBSJOBQV	5	IAV	EGAR00001482439	_EGAR00001482439_EIP@UMFBSJOBQV-5_aligned.fq.gz
UQEWLWNULG_1	UQEWLWNULG	1	naive	EGAR00001482440	_EGAR00001482440_EIP@UQEWLWNULG-1_aligned.fq.gz
UQEWLWNULG_2	UQEWLWNULG	2	LPS	EGAR00001482441	_EGAR00001482441_EIP@UQEWLWNULG-2_aligned.fq.gz
UQEWLWNULG_3	UQEWLWNULG	3	Pam3CSK4	EGAR00001482442	_EGAR00001482442_EIP@UQEWLWNULG-3_aligned.fq.gz
UQEWLWNULG_4	UQEWLWNULG	4	R848	EGAR00001482443	_EGAR00001482443_EIP@UQEWLWNULG-4_aligned.fq.gz
UQEWLWNULG_5	UQEWLWNULG	5	IAV	EGAR00001482444	_EGAR00001482444_EIP@UQEWLWNULG-5_aligned.fq.gz
UTKUATLYBF_1	UTKUATLYBF	1	naive	EGAR00001482445	_EGAR00001482445_EIP@UTKUATLYBF-1_aligned.fq.gz
UTKUATLYBF_2	UTKUATLYBF	2	LPS	EGAR00001482446	_EGAR00001482446_EIP@UTKUATLYBF-2_aligned.fq.gz
UTKUATLYBF_3	UTKUATLYBF	3	Pam3CSK4	EGAR00001482447	_EGAR00001482447_EIP@UTKUATLYBF-3_aligned.fq.gz
UTKUATLYBF_4	UTKUATLYBF	4	R848	EGAR00001482448	_EGAR00001482448_EIP@UTKUATLYBF-4_aligned.fq.gz
UTKUATLYBF_5	UTKUATLYBF	5	IAV	EGAR00001482449	_EGAR00001482449_EIP@UTKUATLYBF-5_aligned.fq.gz
UTRKBNQYJD_1	UTRKBNQYJD	1	naive	EGAR00001482450	_EGAR00001482450_EIP@UTRKBNQYJD-1_aligned.fq.gz
UTRKBNQYJD_2	UTRKBNQYJD	2	LPS	EGAR00001482451	_EGAR00001482451_EIP@UTRKBNQYJD-2_aligned.fq.gz
UTRKBNQYJD_3	UTRKBNQYJD	3	Pam3CSK4	EGAR00001482452	_EGAR00001482452_EIP@UTRKBNQYJD-3_aligned.fq.gz
UTRKBNQYJD_4	UTRKBNQYJD	4	R848	EGAR00001482453	_EGAR00001482453_EIP@UTRKBNQYJD-4_aligned.fq.gz
UTRKBNQYJD_5	UTRKBNQYJD	5	IAV	EGAR00001482454	_EGAR00001482454_EIP@UTRKBNQYJD-5_aligned.fq.gz
UYSJLXHRDC_1	UYSJLXHRDC	1	naive	EGAR00001482455	_EGAR00001482455_EIP@UYSJLXHRDC-1_aligned.fq.gz
UYSJLXHRDC_2	UYSJLXHRDC	2	LPS	EGAR00001482456	_EGAR00001482456_EIP@UYSJLXHRDC-2_aligned.fq.gz
UYSJLXHRDC_3	UYSJLXHRDC	3	Pam3CSK4	EGAR00001482457	_EGAR00001482457_EIP@UYSJLXHRDC-3_aligned.fq.gz
UYSJLXHRDC_4	UYSJLXHRDC	4	R848	EGAR00001482458	_EGAR00001482458_EIP@UYSJLXHRDC-4_aligned.fq.gz
UYSJLXHRDC_5	UYSJLXHRDC	5	IAV	EGAR00001482459	_EGAR00001482459_EIP@UYSJLXHRDC-5_aligned.fq.gz
UZTJBWHUGN_1	UZTJBWHUGN	1	naive	EGAR00001482460	_EGAR00001482460_EIP@UZTJBWHUGN-1_aligned.fq.gz
UZTJBWHUGN_2	UZTJBWHUGN	2	LPS	EGAR00001482461	_EGAR00001482461_EIP@UZTJBWHUGN-2_aligned.fq.gz
UZTJBWHUGN_3	UZTJBWHUGN	3	Pam3CSK4	EGAR00001482462	_EGAR00001482462_EIP@UZTJBWHUGN-3_aligned.fq.gz
UZTJBWHUGN_4	UZTJBWHUGN	4	R848	EGAR00001482463	_EGAR00001482463_EIP@UZTJBWHUGN-4_aligned.fq.gz
UZTJBWHUGN_5	UZTJBWHUGN	5	IAV	EGAR00001482464	_EGAR00001482464_EIP@UZTJBWHUGN-5_aligned.fq.gz
VCHPPHXPDV_1	VCHPPHXPDV	1	naive	EGAR00001482465	_EGAR00001482465_EIP@VCHPPHXPDV-1_aligned.fq.gz
VCHPPHXPDV_2	VCHPPHXPDV	2	LPS	EGAR00001482466	_EGAR00001482466_EIP@VCHPPHXPDV-2_aligned.fq.gz
VCHPPHXPDV_3	VCHPPHXPDV	3	Pam3CSK4	EGAR00001482467	_EGAR00001482467_EIP@VCHPPHXPDV-3_aligned.fq.gz
VCHPPHXPDV_4	VCHPPHXPDV	4	R848	EGAR00001482468	_EGAR00001482468_EIP@VCHPPHXPDV-4_aligned.fq.gz
VCHPPHXPDV_5	VCHPPHXPDV	5	IAV	EGAR00001482469	_EGAR00001482469_EIP@VCHPPHXPDV-5_aligned.fq.gz
VEXDNHELBP_1	VEXDNHELBP	1	naive	EGAR00001482470	_EGAR00001482470_EIP@VEXDNHELBP-1_aligned.fq.gz
VEXDNHELBP_2	VEXDNHELBP	2	LPS	EGAR00001482471	_EGAR00001482471_EIP@VEXDNHELBP-2_aligned.fq.gz
VEXDNHELBP_3	VEXDNHELBP	3	Pam3CSK4	EGAR00001482472	_EGAR00001482472_EIP@VEXDNHELBP-3_aligned.fq.gz
VEXDNHELBP_5	VEXDNHELBP	5	IAV	EGAR00001482473	_EGAR00001482473_EIP@VEXDNHELBP-5_aligned.fq.gz
VIHDKSQIYT_1	VIHDKSQIYT	1	naive	EGAR00001482474	_EGAR00001482474_EIP@VIHDKSQIYT-1_aligned.fq.gz
VIHDKSQIYT_2	VIHDKSQIYT	2	LPS	EGAR00001482475	_EGAR00001482475_EIP@VIHDKSQIYT-2_aligned.fq.gz
VIHDKSQIYT_3	VIHDKSQIYT	3	Pam3CSK4	EGAR00001482476	_EGAR00001482476_EIP@VIHDKSQIYT-3_aligned.fq.gz
VIHDKSQIYT_4	VIHDKSQIYT	4	R848	EGAR00001482477	_EGAR00001482477_EIP@VIHDKSQIYT-4_aligned.fq.gz
VIHDKSQIYT_5	VIHDKSQIYT	5	IAV	EGAR00001482478	_EGAR00001482478_EIP@VIHDKSQIYT-5_aligned.fq.gz
VPUJXFGCAJ_1	VPUJXFGCAJ	1	naive	EGAR00001482479	_EGAR00001482479_EIP@VPUJXFGCAJ-1_aligned.fq.gz
VPUJXFGCAJ_2	VPUJXFGCAJ	2	LPS	EGAR00001482480	_EGAR00001482480_EIP@VPUJXFGCAJ-2_aligned.fq.gz
VPUJXFGCAJ_3	VPUJXFGCAJ	3	Pam3CSK4	EGAR00001482481	_EGAR00001482481_EIP@VPUJXFGCAJ-3_aligned.fq.gz
VPUJXFGCAJ_4	VPUJXFGCAJ	4	R848	EGAR00001482482	_EGAR00001482482_EIP@VPUJXFGCAJ-4_aligned.fq.gz
VPUJXFGCAJ_5	VPUJXFGCAJ	5	IAV	EGAR00001482483	_EGAR00001482483_EIP@VPUJXFGCAJ-5_aligned.fq.gz
VQVBFMHIAH_1	VQVBFMHIAH	1	naive	EGAR00001482484	_EGAR00001482484_EIP@VQVBFMHIAH-1_aligned.fq.gz
VQVBFMHIAH_2	VQVBFMHIAH	2	LPS	EGAR00001482485	_EGAR00001482485_EIP@VQVBFMHIAH-2_aligned.fq.gz
VQVBFMHIAH_3	VQVBFMHIAH	3	Pam3CSK4	EGAR00001482486	_EGAR00001482486_EIP@VQVBFMHIAH-3_aligned.fq.gz
VQVBFMHIAH_4	VQVBFMHIAH	4	R848	EGAR00001482487	_EGAR00001482487_EIP@VQVBFMHIAH-4_aligned.fq.gz
VQVBFMHIAH_5	VQVBFMHIAH	5	IAV	EGAR00001482488	_EGAR00001482488_EIP@VQVBFMHIAH-5_aligned.fq.gz
VVWZHXNQDB_1	VVWZHXNQDB	1	naive	EGAR00001482489	_EGAR00001482489_EIP@VVWZHXNQDB-1_aligned.fq.gz
VVWZHXNQDB_2	VVWZHXNQDB	2	LPS	EGAR00001482490	_EGAR00001482490_EIP@VVWZHXNQDB-2_aligned.fq.gz
VVWZHXNQDB_3	VVWZHXNQDB	3	Pam3CSK4	EGAR00001482491	_EGAR00001482491_EIP@VVWZHXNQDB-3_aligned.fq.gz
VVWZHXNQDB_4	VVWZHXNQDB	4	R848	EGAR00001482492	_EGAR00001482492_EIP@VVWZHXNQDB-4_aligned.fq.gz
VVWZHXNQDB_5	VVWZHXNQDB	5	IAV	EGAR00001482493	_EGAR00001482493_EIP@VVWZHXNQDB-5_aligned.fq.gz
WBRNYTIBQL_1	WBRNYTIBQL	1	naive	EGAR00001482494	_EGAR00001482494_EIP@WBRNYTIBQL-1_aligned.fq.gz
WBRNYTIBQL_3	WBRNYTIBQL	3	Pam3CSK4	EGAR00001482495	_EGAR00001482495_EIP@WBRNYTIBQL-3_aligned.fq.gz
WBRNYTIBQL_4	WBRNYTIBQL	4	R848	EGAR00001482496	_EGAR00001482496_EIP@WBRNYTIBQL-4_aligned.fq.gz
WBRNYTIBQL_5	WBRNYTIBQL	5	IAV	EGAR00001482497	_EGAR00001482497_EIP@WBRNYTIBQL-5_aligned.fq.gz
WCMSGNEXPR_1	WCMSGNEXPR	1	naive	EGAR00001482498	_EGAR00001482498_EIP@WCMSGNEXPR-1_aligned.fq.gz
WCMSGNEXPR_2	WCMSGNEXPR	2	LPS	EGAR00001482499	_EGAR00001482499_EIP@WCMSGNEXPR-2_aligned.fq.gz
WCMSGNEXPR_3	WCMSGNEXPR	3	Pam3CSK4	EGAR00001482500	_EGAR00001482500_EIP@WCMSGNEXPR-3_aligned.fq.gz
WCMSGNEXPR_4	WCMSGNEXPR	4	R848	EGAR00001482501	_EGAR00001482501_EIP@WCMSGNEXPR-4_aligned.fq.gz
WCMSGNEXPR_5	WCMSGNEXPR	5	IAV	EGAR00001482502	_EGAR00001482502_EIP@WCMSGNEXPR-5_aligned.fq.gz
WEJKNZPSYQ_1	WEJKNZPSYQ	1	naive	EGAR00001482503	_EGAR00001482503_EIP@WEJKNZPSYQ-1_aligned.fq.gz
WEJKNZPSYQ_2	WEJKNZPSYQ	2	LPS	EGAR00001482504	_EGAR00001482504_EIP@WEJKNZPSYQ-2_aligned.fq.gz
WEJKNZPSYQ_4	WEJKNZPSYQ	4	R848	EGAR00001482505	_EGAR00001482505_EIP@WEJKNZPSYQ-4_aligned.fq.gz
WEJKNZPSYQ_5	WEJKNZPSYQ	5	IAV	EGAR00001482506	_EGAR00001482506_EIP@WEJKNZPSYQ-5_aligned.fq.gz
WETSZRHFTP_1	WETSZRHFTP	1	naive	EGAR00001482507	_EGAR00001482507_EIP@WETSZRHFTP-1_aligned.fq.gz
WETSZRHFTP_2	WETSZRHFTP	2	LPS	EGAR00001482508	_EGAR00001482508_EIP@WETSZRHFTP-2_aligned.fq.gz
WETSZRHFTP_3	WETSZRHFTP	3	Pam3CSK4	EGAR00001482509	_EGAR00001482509_EIP@WETSZRHFTP-3_aligned.fq.gz
WETSZRHFTP_4	WETSZRHFTP	4	R848	EGAR00001482510	_EGAR00001482510_EIP@WETSZRHFTP-4_aligned.fq.gz
WETSZRHFTP_5	WETSZRHFTP	5	IAV	EGAR00001482511	_EGAR00001482511_EIP@WETSZRHFTP-5_aligned.fq.gz
WGNWEDDZGN_1	WGNWEDDZGN	1	naive	EGAR00001482512	_EGAR00001482512_EIP@WGNWEDDZGN-1_aligned.fq.gz
WGNWEDDZGN_3	WGNWEDDZGN	3	Pam3CSK4	EGAR00001482513	_EGAR00001482513_EIP@WGNWEDDZGN-3_aligned.fq.gz
WGNWEDDZGN_4	WGNWEDDZGN	4	R848	EGAR00001482514	_EGAR00001482514_EIP@WGNWEDDZGN-4_aligned.fq.gz
WGNWEDDZGN_5	WGNWEDDZGN	5	IAV	EGAR00001482515	_EGAR00001482515_EIP@WGNWEDDZGN-5_aligned.fq.gz
WKTDIEQDYE_1	WKTDIEQDYE	1	naive	EGAR00001482516	_EGAR00001482516_EIP@WKTDIEQDYE-1_aligned.fq.gz
WKTDIEQDYE_2	WKTDIEQDYE	2	LPS	EGAR00001482517	_EGAR00001482517_EIP@WKTDIEQDYE-2_aligned.fq.gz
WKTDIEQDYE_3	WKTDIEQDYE	3	Pam3CSK4	EGAR00001482518	_EGAR00001482518_EIP@WKTDIEQDYE-3_aligned.fq.gz
WKTDIEQDYE_4	WKTDIEQDYE	4	R848	EGAR00001482519	_EGAR00001482519_EIP@WKTDIEQDYE-4_aligned.fq.gz
WKTDIEQDYE_5	WKTDIEQDYE	5	IAV	EGAR00001482520	_EGAR00001482520_EIP@WKTDIEQDYE-5_aligned.fq.gz
WLSUDSVKZU_1	WLSUDSVKZU	1	naive	EGAR00001482521	_EGAR00001482521_EIP@WLSUDSVKZU-1_aligned.fq.gz
WLSUDSVKZU_2	WLSUDSVKZU	2	LPS	EGAR00001482522	_EGAR00001482522_EIP@WLSUDSVKZU-2_aligned.fq.gz
WLSUDSVKZU_3	WLSUDSVKZU	3	Pam3CSK4	EGAR00001482523	_EGAR00001482523_EIP@WLSUDSVKZU-3_aligned.fq.gz
WLSUDSVKZU_4	WLSUDSVKZU	4	R848	EGAR00001482524	_EGAR00001482524_EIP@WLSUDSVKZU-4_aligned.fq.gz
WLSUDSVKZU_5	WLSUDSVKZU	5	IAV	EGAR00001482525	_EGAR00001482525_EIP@WLSUDSVKZU-5_aligned.fq.gz
WQZCIEUXKD_1	WQZCIEUXKD	1	naive	EGAR00001482526	_EGAR00001482526_EIP@WQZCIEUXKD-1_aligned.fq.gz
WQZCIEUXKD_2	WQZCIEUXKD	2	LPS	EGAR00001482527	_EGAR00001482527_EIP@WQZCIEUXKD-2_aligned.fq.gz
WQZCIEUXKD_3	WQZCIEUXKD	3	Pam3CSK4	EGAR00001482528	_EGAR00001482528_EIP@WQZCIEUXKD-3_aligned.fq.gz
WQZCIEUXKD_4	WQZCIEUXKD	4	R848	EGAR00001482529	_EGAR00001482529_EIP@WQZCIEUXKD-4_aligned.fq.gz
WQZCIEUXKD_5	WQZCIEUXKD	5	IAV	EGAR00001482530	_EGAR00001482530_EIP@WQZCIEUXKD-5_aligned.fq.gz
WRXJFFQDSE_1	WRXJFFQDSE	1	naive	EGAR00001482531	_EGAR00001482531_EIP@WRXJFFQDSE-1_aligned.fq.gz
WRXJFFQDSE_2	WRXJFFQDSE	2	LPS	EGAR00001482532	_EGAR00001482532_EIP@WRXJFFQDSE-2_aligned.fq.gz
WRXJFFQDSE_3	WRXJFFQDSE	3	Pam3CSK4	EGAR00001482533	_EGAR00001482533_EIP@WRXJFFQDSE-3_aligned.fq.gz
WRXJFFQDSE_4	WRXJFFQDSE	4	R848	EGAR00001482534	_EGAR00001482534_EIP@WRXJFFQDSE-4_aligned.fq.gz
WRXJFFQDSE_5	WRXJFFQDSE	5	IAV	EGAR00001482535	_EGAR00001482535_EIP@WRXJFFQDSE-5_aligned.fq.gz
WUUOSLNRCV_1	WUUOSLNRCV	1	naive	EGAR00001482536	_EGAR00001482536_EIP@WUUOSLNRCV-1_aligned.fq.gz
WUUOSLNRCV_2	WUUOSLNRCV	2	LPS	EGAR00001482537	_EGAR00001482537_EIP@WUUOSLNRCV-2_aligned.fq.gz
WUUOSLNRCV_3	WUUOSLNRCV	3	Pam3CSK4	EGAR00001482538	_EGAR00001482538_EIP@WUUOSLNRCV-3_aligned.fq.gz
WUUOSLNRCV_4	WUUOSLNRCV	4	R848	EGAR00001482539	_EGAR00001482539_EIP@WUUOSLNRCV-4_aligned.fq.gz
WUUOSLNRCV_5	WUUOSLNRCV	5	IAV	EGAR00001482540	_EGAR00001482540_EIP@WUUOSLNRCV-5_aligned.fq.gz
WWJKWFQYCN_1	WWJKWFQYCN	1	naive	EGAR00001482541	_EGAR00001482541_EIP@WWJKWFQYCN-1_aligned.fq.gz
WWJKWFQYCN_2	WWJKWFQYCN	2	LPS	EGAR00001482542	_EGAR00001482542_EIP@WWJKWFQYCN-2_aligned.fq.gz
WWJKWFQYCN_3	WWJKWFQYCN	3	Pam3CSK4	EGAR00001482543	_EGAR00001482543_EIP@WWJKWFQYCN-3_aligned.fq.gz
WWJKWFQYCN_5	WWJKWFQYCN	5	IAV	EGAR00001482544	_EGAR00001482544_EIP@WWJKWFQYCN-5_aligned.fq.gz
WXBMRPFEEI_1	WXBMRPFEEI	1	naive	EGAR00001482545	_EGAR00001482545_EIP@WXBMRPFEEI-1_aligned.fq.gz
WXBMRPFEEI_2	WXBMRPFEEI	2	LPS	EGAR00001482546	_EGAR00001482546_EIP@WXBMRPFEEI-2_aligned.fq.gz
WXBMRPFEEI_4	WXBMRPFEEI	4	R848	EGAR00001482547	_EGAR00001482547_EIP@WXBMRPFEEI-4_aligned.fq.gz
WXBMRPFEEI_5	WXBMRPFEEI	5	IAV	EGAR00001482548	_EGAR00001482548_EIP@WXBMRPFEEI-5_aligned.fq.gz
XCPXCRJVZZ_1	XCPXCRJVZZ	1	naive	EGAR00001482549	_EGAR00001482549_EIP@XCPXCRJVZZ-1_aligned.fq.gz
XCPXCRJVZZ_2	XCPXCRJVZZ	2	LPS	EGAR00001482550	_EGAR00001482550_EIP@XCPXCRJVZZ-2_aligned.fq.gz
XCPXCRJVZZ_3	XCPXCRJVZZ	3	Pam3CSK4	EGAR00001482551	_EGAR00001482551_EIP@XCPXCRJVZZ-3_aligned.fq.gz
XCPXCRJVZZ_4	XCPXCRJVZZ	4	R848	EGAR00001482552	_EGAR00001482552_EIP@XCPXCRJVZZ-4_aligned.fq.gz
XCPXCRJVZZ_5	XCPXCRJVZZ	5	IAV	EGAR00001482553	_EGAR00001482553_EIP@XCPXCRJVZZ-5_aligned.fq.gz
XDROEHQPNY_1	XDROEHQPNY	1	naive	EGAR00001482554	_EGAR00001482554_EIP@XDROEHQPNY-1_aligned.fq.gz
XDROEHQPNY_2	XDROEHQPNY	2	LPS	EGAR00001482555	_EGAR00001482555_EIP@XDROEHQPNY-2_aligned.fq.gz
XDROEHQPNY_3	XDROEHQPNY	3	Pam3CSK4	EGAR00001482556	_EGAR00001482556_EIP@XDROEHQPNY-3_aligned.fq.gz
XDROEHQPNY_4	XDROEHQPNY	4	R848	EGAR00001482557	_EGAR00001482557_EIP@XDROEHQPNY-4_aligned.fq.gz
XDROEHQPNY_5	XDROEHQPNY	5	IAV	EGAR00001482558	_EGAR00001482558_EIP@XDROEHQPNY-5_aligned.fq.gz
XEREJQIZGS_1	XEREJQIZGS	1	naive	EGAR00001482559	_EGAR00001482559_EIP@XEREJQIZGS-1_aligned.fq.gz
XEREJQIZGS_2	XEREJQIZGS	2	LPS	EGAR00001482560	_EGAR00001482560_EIP@XEREJQIZGS-2_aligned.fq.gz
XEREJQIZGS_3	XEREJQIZGS	3	Pam3CSK4	EGAR00001482561	_EGAR00001482561_EIP@XEREJQIZGS-3_aligned.fq.gz
XEREJQIZGS_4	XEREJQIZGS	4	R848	EGAR00001482562	_EGAR00001482562_EIP@XEREJQIZGS-4_aligned.fq.gz
XEREJQIZGS_5	XEREJQIZGS	5	IAV	EGAR00001482563	_EGAR00001482563_EIP@XEREJQIZGS-5_aligned.fq.gz
XMOTLOQRUM_1	XMOTLOQRUM	1	naive	EGAR00001482564	_EGAR00001482564_EIP@XMOTLOQRUM-1_aligned.fq.gz
XMOTLOQRUM_2	XMOTLOQRUM	2	LPS	EGAR00001482565	_EGAR00001482565_EIP@XMOTLOQRUM-2_aligned.fq.gz
XMOTLOQRUM_3	XMOTLOQRUM	3	Pam3CSK4	EGAR00001482566	_EGAR00001482566_EIP@XMOTLOQRUM-3_aligned.fq.gz
XMOTLOQRUM_4	XMOTLOQRUM	4	R848	EGAR00001482567	_EGAR00001482567_EIP@XMOTLOQRUM-4_aligned.fq.gz
XMOTLOQRUM_5	XMOTLOQRUM	5	IAV	EGAR00001482568	_EGAR00001482568_EIP@XMOTLOQRUM-5_aligned.fq.gz
XMVRXWDRJP_1	XMVRXWDRJP	1	naive	EGAR00001482569	_EGAR00001482569_EIP@XMVRXWDRJP-1_aligned.fq.gz
XMVRXWDRJP_2	XMVRXWDRJP	2	LPS	EGAR00001482570	_EGAR00001482570_EIP@XMVRXWDRJP-2_aligned.fq.gz
XMVRXWDRJP_3	XMVRXWDRJP	3	Pam3CSK4	EGAR00001482571	_EGAR00001482571_EIP@XMVRXWDRJP-3_aligned.fq.gz
XMVRXWDRJP_4	XMVRXWDRJP	4	R848	EGAR00001482572	_EGAR00001482572_EIP@XMVRXWDRJP-4_aligned.fq.gz
XNUSMBQPYI_1	XNUSMBQPYI	1	naive	EGAR00001482573	_EGAR00001482573_EIP@XNUSMBQPYI-1_aligned.fq.gz
XNUSMBQPYI_3	XNUSMBQPYI	3	Pam3CSK4	EGAR00001482574	_EGAR00001482574_EIP@XNUSMBQPYI-3_aligned.fq.gz
XNUSMBQPYI_4	XNUSMBQPYI	4	R848	EGAR00001482575	_EGAR00001482575_EIP@XNUSMBQPYI-4_aligned.fq.gz
XNUSMBQPYI_5	XNUSMBQPYI	5	IAV	EGAR00001482576	_EGAR00001482576_EIP@XNUSMBQPYI-5_aligned.fq.gz
YCBSQOLROQ_1	YCBSQOLROQ	1	naive	EGAR00001482577	_EGAR00001482577_EIP@YCBSQOLROQ-1_aligned.fq.gz
YCBSQOLROQ_2	YCBSQOLROQ	2	LPS	EGAR00001482578	_EGAR00001482578_EIP@YCBSQOLROQ-2_aligned.fq.gz
YCBSQOLROQ_3	YCBSQOLROQ	3	Pam3CSK4	EGAR00001482579	_EGAR00001482579_EIP@YCBSQOLROQ-3_aligned.fq.gz
YCBSQOLROQ_4	YCBSQOLROQ	4	R848	EGAR00001482580	_EGAR00001482580_EIP@YCBSQOLROQ-4_aligned.fq.gz
YCBSQOLROQ_5	YCBSQOLROQ	5	IAV	EGAR00001482581	_EGAR00001482581_EIP@YCBSQOLROQ-5_aligned.fq.gz
YGTCHTIDXA_1	YGTCHTIDXA	1	naive	EGAR00001482582	_EGAR00001482582_EIP@YGTCHTIDXA-1_aligned.fq.gz
YGTCHTIDXA_2	YGTCHTIDXA	2	LPS	EGAR00001482583	_EGAR00001482583_EIP@YGTCHTIDXA-2_aligned.fq.gz
YGTCHTIDXA_3	YGTCHTIDXA	3	Pam3CSK4	EGAR00001482584	_EGAR00001482584_EIP@YGTCHTIDXA-3_aligned.fq.gz
YGTCHTIDXA_4	YGTCHTIDXA	4	R848	EGAR00001482585	_EGAR00001482585_EIP@YGTCHTIDXA-4_aligned.fq.gz
