sample_id	genotype_id	sex	cell_type	condition	timepoint	read_length	stranded	paired	protocol	qtl_mapping	study	ega_id
TNDVDTNZIF_2	TNDVDTNZIF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482382
TNDVDTNZIF_3	TNDVDTNZIF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482383
TNDVDTNZIF_4	TNDVDTNZIF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482384
TNDVDTNZIF_5	TNDVDTNZIF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482385
TQFKFZMFCR_1	TQFKFZMFCR	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482386
TQFKFZMFCR_2	TQFKFZMFCR	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482387
TQFKFZMFCR_3	TQFKFZMFCR	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482388
TQFKFZMFCR_4	TQFKFZMFCR	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482389
TQFKFZMFCR_5	TQFKFZMFCR	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482390
TSFIZLRJQX_1	TSFIZLRJQX	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482391
TSFIZLRJQX_2	TSFIZLRJQX	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482392
TSFIZLRJQX_3	TSFIZLRJQX	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482393
TSFIZLRJQX_4	TSFIZLRJQX	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482394
TSFIZLRJQX_5	TSFIZLRJQX	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482395
TSTLUMTAUW_1	TSTLUMTAUW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482396
TSTLUMTAUW_2	TSTLUMTAUW	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482397
TSTLUMTAUW_3	TSTLUMTAUW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482398
TSTLUMTAUW_4	TSTLUMTAUW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482399
TSTLUMTAUW_5	TSTLUMTAUW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482400
TTMZHESAWJ_1	TTMZHESAWJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482401
TTMZHESAWJ_2	TTMZHESAWJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482402
TTMZHESAWJ_3	TTMZHESAWJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482403
TTMZHESAWJ_4	TTMZHESAWJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482404
TTMZHESAWJ_5	TTMZHESAWJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482405
TZPDHWKMQN_1	TZPDHWKMQN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482406
TZPDHWKMQN_2	TZPDHWKMQN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482407
TZPDHWKMQN_3	TZPDHWKMQN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482408
TZPDHWKMQN_4	TZPDHWKMQN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482409
TZPDHWKMQN_5	TZPDHWKMQN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482410
TZRBKDNBZW_1	TZRBKDNBZW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482411
TZRBKDNBZW_2	TZRBKDNBZW	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482412
TZRBKDNBZW_3	TZRBKDNBZW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482413
TZRBKDNBZW_4	TZRBKDNBZW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482414
TZRBKDNBZW_5	TZRBKDNBZW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482415
UDFICXQHVG_1	UDFICXQHVG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482416
UDFICXQHVG_2	UDFICXQHVG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482417
UDFICXQHVG_3	UDFICXQHVG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482418
UDFICXQHVG_4	UDFICXQHVG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482419
UDFICXQHVG_5	UDFICXQHVG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482420
UGVMRYNOCO_1	UGVMRYNOCO	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482421
UGVMRYNOCO_2	UGVMRYNOCO	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482422
UGVMRYNOCO_3	UGVMRYNOCO	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482423
UGVMRYNOCO_4	UGVMRYNOCO	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482424
UGVMRYNOCO_5	UGVMRYNOCO	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482425
UKFGRAAFMP_1	UKFGRAAFMP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482426
UKFGRAAFMP_2	UKFGRAAFMP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482427
UKFGRAAFMP_3	UKFGRAAFMP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482428
UKFGRAAFMP_4	UKFGRAAFMP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482429
UKFGRAAFMP_5	UKFGRAAFMP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482430
ULDLRXOCGG_1	ULDLRXOCGG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482431
ULDLRXOCGG_2	ULDLRXOCGG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482432
ULDLRXOCGG_3	ULDLRXOCGG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482433
ULDLRXOCGG_4	ULDLRXOCGG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482434
ULDLRXOCGG_5	ULDLRXOCGG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482435
UMFBSJOBQV_1	UMFBSJOBQV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482436
UMFBSJOBQV_2	UMFBSJOBQV	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482437
UMFBSJOBQV_3	UMFBSJOBQV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482438
UMFBSJOBQV_5	UMFBSJOBQV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482439
UQEWLWNULG_1	UQEWLWNULG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482440
UQEWLWNULG_2	UQEWLWNULG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482441
UQEWLWNULG_3	UQEWLWNULG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482442
UQEWLWNULG_4	UQEWLWNULG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482443
UQEWLWNULG_5	UQEWLWNULG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482444
UTKUATLYBF_1	UTKUATLYBF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482445
UTKUATLYBF_2	UTKUATLYBF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482446
UTKUATLYBF_3	UTKUATLYBF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482447
UTKUATLYBF_4	UTKUATLYBF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482448
UTKUATLYBF_5	UTKUATLYBF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482449
UTRKBNQYJD_1	UTRKBNQYJD	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482450
UTRKBNQYJD_2	UTRKBNQYJD	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482451
UTRKBNQYJD_3	UTRKBNQYJD	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482452
UTRKBNQYJD_4	UTRKBNQYJD	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482453
UTRKBNQYJD_5	UTRKBNQYJD	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482454
UYSJLXHRDC_1	UYSJLXHRDC	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482455
UYSJLXHRDC_2	UYSJLXHRDC	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482456
UYSJLXHRDC_3	UYSJLXHRDC	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482457
UYSJLXHRDC_4	UYSJLXHRDC	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482458
UYSJLXHRDC_5	UYSJLXHRDC	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482459
UZTJBWHUGN_1	UZTJBWHUGN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482460
UZTJBWHUGN_2	UZTJBWHUGN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482461
UZTJBWHUGN_3	UZTJBWHUGN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482462
UZTJBWHUGN_4	UZTJBWHUGN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482463
UZTJBWHUGN_5	UZTJBWHUGN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482464
VCHPPHXPDV_1	VCHPPHXPDV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482465
VCHPPHXPDV_2	VCHPPHXPDV	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482466
VCHPPHXPDV_3	VCHPPHXPDV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482467
VCHPPHXPDV_4	VCHPPHXPDV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482468
VCHPPHXPDV_5	VCHPPHXPDV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482469
VEXDNHELBP_1	VEXDNHELBP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482470
VEXDNHELBP_2	VEXDNHELBP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482471
VEXDNHELBP_3	VEXDNHELBP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482472
VEXDNHELBP_5	VEXDNHELBP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482473
VIHDKSQIYT_1	VIHDKSQIYT	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482474
VIHDKSQIYT_2	VIHDKSQIYT	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482475
VIHDKSQIYT_3	VIHDKSQIYT	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482476
VIHDKSQIYT_4	VIHDKSQIYT	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482477
VIHDKSQIYT_5	VIHDKSQIYT	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482478
VPUJXFGCAJ_1	VPUJXFGCAJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482479
VPUJXFGCAJ_2	VPUJXFGCAJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482480
VPUJXFGCAJ_3	VPUJXFGCAJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482481
VPUJXFGCAJ_4	VPUJXFGCAJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482482
VPUJXFGCAJ_5	VPUJXFGCAJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482483
VQVBFMHIAH_1	VQVBFMHIAH	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482484
VQVBFMHIAH_2	VQVBFMHIAH	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482485
VQVBFMHIAH_3	VQVBFMHIAH	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482486
VQVBFMHIAH_4	VQVBFMHIAH	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482487
VQVBFMHIAH_5	VQVBFMHIAH	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482488
VVWZHXNQDB_1	VVWZHXNQDB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482489
VVWZHXNQDB_2	VVWZHXNQDB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482490
VVWZHXNQDB_3	VVWZHXNQDB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482491
VVWZHXNQDB_4	VVWZHXNQDB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482492
VVWZHXNQDB_5	VVWZHXNQDB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482493
WBRNYTIBQL_1	WBRNYTIBQL	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482494
WBRNYTIBQL_3	WBRNYTIBQL	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482495
WBRNYTIBQL_4	WBRNYTIBQL	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482496
WBRNYTIBQL_5	WBRNYTIBQL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482497
WCMSGNEXPR_1	WCMSGNEXPR	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482498
WCMSGNEXPR_2	WCMSGNEXPR	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482499
WCMSGNEXPR_3	WCMSGNEXPR	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482500
WCMSGNEXPR_4	WCMSGNEXPR	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482501
WCMSGNEXPR_5	WCMSGNEXPR	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482502
WEJKNZPSYQ_1	WEJKNZPSYQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482503
WEJKNZPSYQ_2	WEJKNZPSYQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482504
WEJKNZPSYQ_4	WEJKNZPSYQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482505
WEJKNZPSYQ_5	WEJKNZPSYQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482506
WETSZRHFTP_1	WETSZRHFTP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482507
WETSZRHFTP_2	WETSZRHFTP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482508
WETSZRHFTP_3	WETSZRHFTP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482509
WETSZRHFTP_4	WETSZRHFTP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482510
WETSZRHFTP_5	WETSZRHFTP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482511
WGNWEDDZGN_1	WGNWEDDZGN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482512
WGNWEDDZGN_3	WGNWEDDZGN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482513
WGNWEDDZGN_4	WGNWEDDZGN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482514
WGNWEDDZGN_5	WGNWEDDZGN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482515
WKTDIEQDYE_1	WKTDIEQDYE	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482516
WKTDIEQDYE_2	WKTDIEQDYE	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482517
WKTDIEQDYE_3	WKTDIEQDYE	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482518
WKTDIEQDYE_4	WKTDIEQDYE	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482519
WKTDIEQDYE_5	WKTDIEQDYE	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482520
WLSUDSVKZU_1	WLSUDSVKZU	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482521
WLSUDSVKZU_2	WLSUDSVKZU	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482522
WLSUDSVKZU_3	WLSUDSVKZU	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482523
WLSUDSVKZU_4	WLSUDSVKZU	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482524
WLSUDSVKZU_5	WLSUDSVKZU	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482525
WQZCIEUXKD_1	WQZCIEUXKD	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482526
WQZCIEUXKD_2	WQZCIEUXKD	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482527
WQZCIEUXKD_3	WQZCIEUXKD	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482528
WQZCIEUXKD_4	WQZCIEUXKD	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482529
WQZCIEUXKD_5	WQZCIEUXKD	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482530
WRXJFFQDSE_1	WRXJFFQDSE	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482531
WRXJFFQDSE_2	WRXJFFQDSE	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482532
WRXJFFQDSE_3	WRXJFFQDSE	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482533
WRXJFFQDSE_4	WRXJFFQDSE	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482534
WRXJFFQDSE_5	WRXJFFQDSE	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482535
WUUOSLNRCV_1	WUUOSLNRCV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482536
WUUOSLNRCV_2	WUUOSLNRCV	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482537
WUUOSLNRCV_3	WUUOSLNRCV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482538
WUUOSLNRCV_4	WUUOSLNRCV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482539
WUUOSLNRCV_5	WUUOSLNRCV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482540
WWJKWFQYCN_1	WWJKWFQYCN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482541
WWJKWFQYCN_2	WWJKWFQYCN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482542
WWJKWFQYCN_3	WWJKWFQYCN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482543
WWJKWFQYCN_5	WWJKWFQYCN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482544
WXBMRPFEEI_1	WXBMRPFEEI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482545
WXBMRPFEEI_2	WXBMRPFEEI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482546
WXBMRPFEEI_4	WXBMRPFEEI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482547
WXBMRPFEEI_5	WXBMRPFEEI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482548
XCPXCRJVZZ_1	XCPXCRJVZZ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482549
XCPXCRJVZZ_2	XCPXCRJVZZ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482550
XCPXCRJVZZ_3	XCPXCRJVZZ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482551
XCPXCRJVZZ_4	XCPXCRJVZZ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482552
XCPXCRJVZZ_5	XCPXCRJVZZ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482553
XDROEHQPNY_1	XDROEHQPNY	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482554
XDROEHQPNY_2	XDROEHQPNY	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482555
XDROEHQPNY_3	XDROEHQPNY	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482556
XDROEHQPNY_4	XDROEHQPNY	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482557
XDROEHQPNY_5	XDROEHQPNY	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482558
